path,label,label_idx
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031483.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7426.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6047.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_535.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2160.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033798.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8326.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030942.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9737.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029128.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029769.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0024978.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6189.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027556.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0033704.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026191.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027041.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026165.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2620.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026935.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3144.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0032102.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7048.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4853.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0034273.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2269.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_893.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_10094.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2508.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_611.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2855.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4883.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4448.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9811.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0025884.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_356.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6063.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1812.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8487.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6270.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1959.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_10245.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2275.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6611.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_9280.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031895.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8424.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027780.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7807.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027393.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4430.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4953.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8896.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4268.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026890.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0027480.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027749.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033955.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8720.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026085.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3375.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0032800.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_486.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031574.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3484.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1651.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4418.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1071.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5786.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026001.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_10176.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4979.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5369.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_928.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026302.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8732.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0028108.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8061.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1615.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033799.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_10473.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0032806.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027312.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_943.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8735.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2571.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030289.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1489.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026354.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026520.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1406.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7229.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030941.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033069.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8512.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0026475.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_537.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4149.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030969.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9931.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7854.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0031401.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9998.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5848.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0032046.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5028.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6328.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8895.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1601.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030923.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026347.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3576.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_565.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0031666.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031695.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7555.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1817.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029366.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_322.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031467.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033904.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027897.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031397.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031509.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_784.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026242.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5780.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0028572.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5772.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0025320.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7521.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9804.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029147.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033724.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029945.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026889.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9695.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027390.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0030083.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0028270.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_501.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_10417.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3857.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030927.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5068.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0029454.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1886.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027729.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0028810.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5805.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0032862.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9649.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2137.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9916.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0030187.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031839.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0032445.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6314.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_146.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0028080.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_282.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0025010.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4291.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8585.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033049.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0024976.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_10360.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029671.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2261.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030256.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3081.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0028242.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6344.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6793.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_312.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027140.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3595.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7368.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8066.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029104.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0034010.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029594.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8129.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8235.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0024617.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7800.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5117.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2828.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2522.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_358.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3839.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027445.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4269.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8016.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029583.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7235.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4910.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6176.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0027742.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027804.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3644.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2545.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/ISIC_0028156.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3738.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_4529.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1293.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2249.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5427.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_96.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3776.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_5007.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0027709.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029058.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0024838.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0032241.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0029645.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3611.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030260.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031521.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030949.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030109.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0024376.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0030325.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_3089.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2246.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0024530.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_9563.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7823.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_8903.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0031425.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6554.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_9180.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0026047.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9979.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6613.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0033008.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1177.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_2881.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_7236.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/malignant/melanoma_6713.jpg,malignant,1
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0025805.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0032553.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_840.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_1219.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/melanoma_9842.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0024846.jpg,benign,0
/content/drive/MyDrive/Dataset/Dataset/benign/ISIC_0032779.jpg,benign,0
